部品コード,品名,工順,工程No,工程名,外注先NO,外注先名
721130,H･ｻ-ﾓｽﾀｯﾄ,2,1,鋳造,99999,秋葉
721158,H･ｻ-ﾓｽﾀｯﾄ,1,8,仕上加工,56008,大沢
721158,H･ｻ-ﾓｽﾀｯﾄ,2,1,鋳造,99999,秋葉
721169,ｱｳﾄﾚｯﾄW,1,8,仕上加工,56010,布川
721169,ｱｳﾄﾚｯﾄW,2,1,鋳造,51213,岡芹
721170,ｱｳﾄﾚｯﾄW,1,8,仕上加工,56010,布川
721170,ｱｳﾄﾚｯﾄW,2,1,鋳造,99999,秋葉
721197,H･ｻ-ﾓｽﾀｯﾄ,1,8,仕上加工,56008,大沢
721197,H･ｻ-ﾓｽﾀｯﾄ,2,1,鋳造,99999,秋葉
721198,H･ｻ-ﾓｽﾀｯﾄ,1,8,仕上加工,0,#N/A
721198,H･ｻ-ﾓｽﾀｯﾄ,2,1,鋳造,99999,秋葉
721234,H･ｻｰﾓｽﾀｯﾄ           XX,1,8,仕上加工,56008,大沢
721234,H･ｻｰﾓｽﾀｯﾄ           XX,2,1,鋳造,99999,秋葉
721243,H･ｻｰﾓｽﾀｯﾄ           XX,1,8,仕上加工,56010,布川
721243,H･ｻｰﾓｽﾀｯﾄ           XX,2,1,鋳造,99999,秋葉
721244,ﾌﾞﾗｹｯﾄ ｸﾗﾝｸ         XX,1,1,鋳造,99999,秋葉
721250,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,1,7,熱処理,55013,ｱｰﾚｽﾃｨﾝｸ
721250,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,2,1,鋳造,99999,秋葉
721251,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,1,7,熱処理,0,#N/A
721251,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,2,1,鋳造,99999,秋葉
721275,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,1,7,熱処理,55002,高崎
721275,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,2,1,鋳造,99999,秋葉
721278,ﾌﾞﾗｹｯﾄｵｲﾙﾎﾟﾝﾌﾟ      XX,1,8,仕上加工,56010,布川
721278,ﾌﾞﾗｹｯﾄｵｲﾙﾎﾟﾝﾌﾟ      XX,2,1,鋳造,51213,岡芹
721282,H･ｻｰﾓｽﾀｯﾄ           XX,1,8,仕上加工,56008,大沢
721282,H･ｻｰﾓｽﾀｯﾄ           XX,2,1,鋳造,99999,秋葉
721284,ｽﾃｰﾀｰ,1,8,仕上加工,56008,大沢
721284,ｽﾃｰﾀｰ,2,1,鋳造,99999,秋葉
721289,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,1,7,熱処理,55002,高崎
721289,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,2,1,鋳造,99999,秋葉
721403,ｱｳﾄﾚｯﾄW,1,9,機械加工,0,#N/A
721404,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721405,ｱｳﾄﾚｯﾄW,1,9,機械加工,0,#N/A
721430,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,0,#N/A
721432,BKTﾎﾟﾝﾌﾟｽﾃ-ｼﾞ,1,8,仕上加工,56004,矢島
721432,BKTﾎﾟﾝﾌﾟｽﾃ-ｼﾞ,2,1,鋳造,99999,秋葉
721458,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721469,ｱｳﾄﾚｯﾄW,1,9,機械加工,56039,ｸﾛｽ
721470,ｱｳﾄﾚｯﾄW,1,9,機械加工,0,#N/A
721497,H･ｻｰﾓｽﾀｯﾄ,1,23,検査,56027,美才治
721497,H･ｻｰﾓｽﾀｯﾄ,2,9,機械加工,56002,大谷
721498,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,0,#N/A
721499,ﾊﾟｯｾ-ｼﾞEGR,1,9,機械加工,56016,佐藤機工
721534,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,0,#N/A
721543,H･ｻ-ﾓｽﾀｯﾄ,1,9,機械加工,56017,亀井
721543,H･ｻ-ﾓｽﾀｯﾄ,2,23,検査,56017,亀井
721543,H･ｻ-ﾓｽﾀｯﾄ,3,11,含浸,55007,高畑
721544,ﾌﾞﾗｹｯﾄ ｸﾗﾝｸ,1,9,機械加工,56039,ｸﾛｽ
721549,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,1,9,機械加工,0,#N/A
721550,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,1,8,仕上加工,56003,田島
721575,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,1,9,機械加工,0,#N/A
721578,ﾌﾞﾗｹｯﾄ ｵｲﾙﾎﾟﾝﾌﾟ,1,9,機械加工,56039,ｸﾛｽ
721582,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721584,ｽﾃｰﾀｰ,1,9,機械加工,0,#N/A
721702,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721704,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721707,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721708,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721709,ｱｳﾄﾚｯﾄW,1,9,機械加工,56039,ｸﾛｽ
721710,ｱｳﾄﾚｯﾄW,1,20,組立,0,#N/A
721724,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721730,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721758,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721769,ｱｳﾄﾚｯﾄw,1,9,機械加工,56039,ｸﾛｽ
721793,H･ｻｰﾓｽﾀｯﾄ           XX,1,9,機械加工,0,#N/A
721825,H･ｻｰﾓｽﾀｯﾄ           XX,1,9,機械加工,0,#N/A
721834,H･ｻ-ﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721852,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ,1,9,機械加工,0,#N/A
721853,ｱｳﾄﾚｯﾄW,1,9,機械加工,56039,ｸﾛｽ
721854,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
721889,ｲﾝｼｭﾚｰﾀｰﾌﾞﾗｹｯﾄ      XX,1,9,機械加工,0,#N/A
730138,ｽﾍﾟｰｻｰﾌｧﾝ,1,9,機械加工,56013,佐藤
730139,ｽﾍﾟｰｻｰﾌｧﾝ,1,9,機械加工,56013,佐藤
730339,ｷﾞﾔｰﾎﾞｯｸｽ,1,9,機械加工,0,#N/A
730343,ﾌﾞﾗｹｯﾄﾎﾟﾝﾌﾟ,1,9,機械加工,0,#N/A
731001,ｱﾙﾐﾎｲﾙﾖｳｷｬｯﾌﾟ,1,23,検査,0,#N/A
731001,ｱﾙﾐﾎｲﾙﾖｳｷｬｯﾌﾟ,2,9,機械加工,56011,#N/A
731001,ｱﾙﾐﾎｲﾙﾖｳｷｬｯﾌﾟ,3,8,仕上加工,0,#N/A
731001,ｱﾙﾐﾎｲﾙﾖｳｷｬｯﾌﾟ,4,1,鋳造,99999,秋葉
731002,ｱﾙﾐﾎｲﾙﾖｳｷｬｯﾌﾟ,1,9,機械加工,56011,#N/A
731002,ｱﾙﾐﾎｲﾙﾖｳｷｬｯﾌﾟ,2,8,仕上加工,0,#N/A
731002,ｱﾙﾐﾎｲﾙﾖｳｷｬｯﾌﾟ,3,1,鋳造,99999,秋葉
731003,ﾎｲﾙｷｬｯﾌﾟ,1,15,塗装,0,#N/A
731003,ﾎｲﾙｷｬｯﾌﾟ,2,9,機械加工,56013,佐藤
731003,ﾎｲﾙｷｬｯﾌﾟ,3,8,仕上加工,0,#N/A
731003,ﾎｲﾙｷｬｯﾌﾟ,4,1,鋳造,51213,岡芹
731004,ﾎｲﾙｷﾔｯﾌﾟ,1,23,検査,57019,中村憲司
731004,ﾎｲﾙｷﾔｯﾌﾟ,2,9,機械加工,56011,#N/A
731004,ﾎｲﾙｷﾔｯﾌﾟ,3,1,鋳造,99999,秋葉
731005,ｱﾙﾐｷｬｯﾌﾟ ﾎﾜｲﾄ,1,23,検査,0,#N/A
731005,ｱﾙﾐｷｬｯﾌﾟ ﾎﾜｲﾄ,2,15,塗装,0,#N/A
731006,ﾎｲﾙｷｬｯﾌﾟ,1,23,検査,0,#N/A
731006,ﾎｲﾙｷｬｯﾌﾟ,2,9,機械加工,56011,#N/A
731153,ｽﾍﾟｰｻｰﾌｧﾝ,1,1,鋳造,99999,秋葉
731155,ｱｳﾄﾚｯﾄW             XX,1,1,鋳造,51213,岡芹
731156,ｱｳﾄﾚｯﾄW             XX,1,1,鋳造,99999,秋葉
731164,ｽﾍﾟｰｻｰﾌｧﾝ,1,1,鋳造,99999,秋葉
731166,ｽﾘｰﾌﾞﾛｯﾄﾞ,1,1,鋳造,99999,秋葉
731176,O/Pｶﾊﾞｰ,1,1,鋳造,51212,関口
731179,ｷﾞﾔｰﾎﾞｯｸｽ L,1,8,仕上加工,56008,大沢
731179,ｷﾞﾔｰﾎﾞｯｸｽ L,2,1,鋳造,99999,秋葉
731180,ｷﾞﾔｰﾎﾞｯｸｽ L,1,8,仕上加工,56008,大沢
731180,ｷﾞﾔｰﾎﾞｯｸｽ L,2,1,鋳造,99999,秋葉
731181,H･ｻｰﾓｽﾀｯﾄ,1,8,仕上加工,56010,布川
731181,H･ｻｰﾓｽﾀｯﾄ,2,1,鋳造,99999,秋葉
731184,H･ｻ-ﾓｽﾀｯﾄ,1,8,仕上加工,0,#N/A
731184,H･ｻ-ﾓｽﾀｯﾄ,2,1,鋳造,99999,秋葉
731190,ｷﾞﾔｰﾎﾞｯｸｽ,1,8,仕上加工,56008,大沢
731190,ｷﾞﾔｰﾎﾞｯｸｽ,2,1,鋳造,99999,秋葉
731191,ｷﾞﾔｰﾎﾞｯｸｽ L,1,8,仕上加工,56008,大沢
731191,ｷﾞﾔｰﾎﾞｯｸｽ L,2,1,鋳造,99999,秋葉
731196,RETｵｲﾙｼ-ﾙ,1,8,仕上加工,56008,大沢
731196,RETｵｲﾙｼ-ﾙ,2,1,鋳造,99999,秋葉
731200,ｷﾞﾔｰﾎﾞｯｸｽ,1,8,仕上加工,56008,大沢
731200,ｷﾞﾔｰﾎﾞｯｸｽ,2,1,鋳造,99999,秋葉
731202,ｷﾞﾔｰﾎﾞｯｸｽ,1,8,仕上加工,56008,大沢
731202,ｷﾞﾔｰﾎﾞｯｸｽ,2,1,鋳造,99999,秋葉
731203,ｷﾞﾔｰﾎﾞｯｸｽ,1,8,仕上加工,56008,大沢
731203,ｷﾞﾔｰﾎﾞｯｸｽ,2,1,鋳造,99999,秋葉
731204,ｷﾞﾔｰﾎﾞｯｸｽ,1,8,仕上加工,56008,大沢
731204,ｷﾞﾔｰﾎﾞｯｸｽ,2,1,鋳造,99999,秋葉
731208,ﾌﾞﾗｹｯﾄｳｲﾝｸﾞ,1,1,鋳造,99999,秋葉
731209,H･ｻ-ﾓｽﾀｯﾄ,1,8,仕上加工,56008,大沢
731209,H･ｻ-ﾓｽﾀｯﾄ,2,1,鋳造,99999,秋葉
731213,H･ｻ-ﾓｽﾀｯﾄ,1,8,仕上加工,56008,大沢
731213,H･ｻ-ﾓｽﾀｯﾄ,2,1,鋳造,99999,秋葉
731215,RETｵｲﾙｼｰﾙ,1,8,仕上加工,56008,大沢
731215,RETｵｲﾙｼｰﾙ,2,1,鋳造,99999,秋葉
731218,ｷﾞﾔ-ﾎﾞｯｸｽ,1,8,仕上加工,56008,大沢
731218,ｷﾞﾔ-ﾎﾞｯｸｽ,2,1,鋳造,99999,秋葉
731219,RETｵｲﾙｼ-ﾙ,1,8,仕上加工,56008,大沢
731219,RETｵｲﾙｼ-ﾙ,2,1,鋳造,99999,秋葉
731223,ｷﾞﾔ-ﾎﾞｯｸｽ,1,8,仕上加工,56008,大沢
731223,ｷﾞﾔ-ﾎﾞｯｸｽ,2,1,鋳造,99999,秋葉
731224,98P ｷﾞﾔ-ﾎﾞｯｸｽ L,1,8,仕上加工,56008,大沢
731224,98P ｷﾞﾔ-ﾎﾞｯｸｽ L,2,1,鋳造,99999,秋葉
731227,ｷﾞﾔ-ﾎﾞｯｸｽ,1,8,仕上加工,56008,大沢
731227,ｷﾞﾔ-ﾎﾞｯｸｽ,2,1,鋳造,99999,秋葉
731228,ｽﾘ-ﾌﾞﾛｯﾄﾞ,1,1,鋳造,99999,秋葉
731228,ｽﾘ-ﾌﾞﾛｯﾄﾞ,2,23,検査,57015,沢田富美
731242,ﾌﾞﾗｹｯﾄﾎﾟﾝﾌﾟ,1,8,仕上加工,0,#N/A
731242,ﾌﾞﾗｹｯﾄﾎﾟﾝﾌﾟ,2,1,鋳造,99999,秋葉
731245,ｷﾞﾔ-ﾎﾞｯｸｽ R,1,8,仕上加工,56008,大沢
731245,ｷﾞﾔ-ﾎﾞｯｸｽ R,2,1,鋳造,99999,秋葉
731246,ｷﾞﾔ-ﾎﾞｯｸｽ L,1,8,仕上加工,56008,大沢
731246,ｷﾞﾔ-ﾎﾞｯｸｽ L,2,1,鋳造,99999,秋葉
731248,H･ｻｰﾓｽﾀｯﾄ           XX,1,8,仕上加工,0,#N/A
731248,H･ｻｰﾓｽﾀｯﾄ           XX,2,1,鋳造,99999,秋葉
731256,RETｵｲﾙｼｰﾙ,1,8,仕上加工,56008,大沢
731256,RETｵｲﾙｼｰﾙ,2,1,鋳造,99999,秋葉
731261,ﾀﾞｸﾄW               XX,1,1,鋳造,99999,秋葉
731267,ｷﾞﾔｰﾎﾞｯｸｽ,1,1,鋳造,99999,秋葉
731286,ﾊｳｼﾞﾝｸﾞ,1,8,仕上加工,56035,清水
731286,ﾊｳｼﾞﾝｸﾞ,2,7,熱処理,55002,高崎
731286,ﾊｳｼﾞﾝｸﾞ,3,1,鋳造,99999,秋葉
731293,ﾊｳｼﾞﾝｸﾞ,1,8,仕上加工,56008,大沢
731293,ﾊｳｼﾞﾝｸﾞ,2,7,熱処理,55013,ｱｰﾚｽﾃｨﾝｸ
731293,ﾊｳｼﾞﾝｸﾞ,3,1,鋳造,99999,秋葉
731430,ｱｳﾄﾚｯﾄW,1,23,検査,57015,沢田富美
731430,ｱｳﾄﾚｯﾄW,2,8,仕上加工,56003,田島
731430,ｱｳﾄﾚｯﾄW,3,1,鋳造,99999,秋葉
731436,ｽﾍﾟｰｻｰﾌｧﾝ,1,9,機械加工,56013,佐藤
731436,ｽﾍﾟｰｻｰﾌｧﾝ,2,1,鋳造,99999,秋葉
731453,ｽﾍﾟｰｻｰﾌｧﾝ,1,9,機械加工,56013,佐藤
731455,ｱｳﾄﾚｯﾄW,1,9,機械加工,56013,佐藤
731456,ｱｳﾄﾚｯﾄW,1,9,機械加工,56013,佐藤
731464,ｽﾍﾟｰｻｰﾌｧﾝ,1,9,機械加工,56013,佐藤
731481,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
731484,H･ｻ-ﾓｽﾀｯﾄ,1,9,機械加工,0,#N/A
731501,ｽﾍﾟ-ｻ-ﾌｧﾝ,1,9,機械加工,56013,佐藤
731509,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
731513,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,56039,ｸﾛｽ
731515,RETｵｲﾙｼｰﾙ,1,9,機械加工,56045,富沢
731561,ﾀﾞｸﾄW,1,9,機械加工,56013,佐藤
731562,ﾀﾞｸﾄW,1,9,機械加工,56013,佐藤
731563,ｽﾍﾟｰｻｰﾌｧﾝ,1,9,機械加工,56013,佐藤
731564,ｽﾍﾟｰｻｰﾌｧﾝ,1,9,機械加工,56013,佐藤
731910,ｽﾍﾟｰｻｰﾌｧﾝ,1,9,機械加工,56013,佐藤
751147,ﾊｳｼﾞﾝｸﾞ,1,8,仕上加工,56005,ﾏﾂｲ
751147,ﾊｳｼﾞﾝｸﾞ,2,1,鋳造,99999,秋葉
751181,ﾓｰﾀｰﾌﾚｰﾑ,1,20,組立,0,#N/A
751181,ﾓｰﾀｰﾌﾚｰﾑ,2,9,機械加工,0,#N/A
751181,ﾓｰﾀｰﾌﾚｰﾑ,3,8,仕上加工,0,#N/A
751181,ﾓｰﾀｰﾌﾚｰﾑ,4,1,鋳造,51212,関口
751218,M/C(A) ﾍﾞｰｽ,1,8,仕上加工,56008,大沢
751218,M/C(A) ﾍﾞｰｽ,2,1,鋳造,99999,秋葉
751219,M/C(BC) ﾍﾞｰｽ,1,8,仕上加工,56008,大沢
751219,M/C(BC) ﾍﾞｰｽ,2,1,鋳造,99999,秋葉
751518,M/C(A) ﾍﾞｰｽ,1,9,機械加工,56039,ｸﾛｽ
751519,M/C(BC) ﾍﾞｰｽ,1,9,機械加工,56039,ｸﾛｽ
761253,B･ｽﾃｱﾘﾝｸﾞ,1,8,仕上加工,0,#N/A
761253,B･ｽﾃｱﾘﾝｸﾞ,2,1,鋳造,99999,秋葉
761272,ｷﾞﾔｹｰｽA TP1300307603K,1,8,仕上加工,56001,ﾏﾙｺｳ
761272,ｷﾞﾔｹｰｽA TP1300307603K,2,1,鋳造,99999,秋葉
761273,ｷﾞﾔｹｰｽA TP1300307603K,1,8,仕上加工,56001,ﾏﾙｺｳ
761273,ｷﾞﾔｹｰｽA TP1300307603K,2,1,鋳造,99999,秋葉
761275,ｷﾞﾔｹｰｽB,1,8,仕上加工,56008,大沢
761275,ｷﾞﾔｹｰｽB,2,1,鋳造,99999,秋葉
761312,ｷﾞﾔｹｰｽA,1,8,仕上加工,56008,大沢
761312,ｷﾞﾔｹｰｽA,2,1,鋳造,99999,秋葉
761319,ｷﾞﾔｹｰｽA,1,8,仕上加工,56008,大沢
761319,ｷﾞﾔｹｰｽA,2,1,鋳造,99999,秋葉
761320,ｷﾞﾔｹｰｽ B,1,8,仕上加工,56008,大沢
761320,ｷﾞﾔｹｰｽ B,2,1,鋳造,99999,秋葉
761321,ｷﾞﾔｹｰｽA,1,8,仕上加工,56008,大沢
761321,ｷﾞﾔｹｰｽA,2,1,鋳造,99999,秋葉
761322,ｷﾞﾔｹｰｽB,1,8,仕上加工,56008,大沢
761322,ｷﾞﾔｹｰｽB,2,1,鋳造,99999,秋葉
761323,ｷﾞﾔｹｰｽB TP13103102+BK,1,8,仕上加工,56008,大沢
761323,ｷﾞﾔｹｰｽB TP13103102+BK,2,1,鋳造,99999,秋葉
761572,ｷﾞﾔｹｰｽ,1,23,検査,99999,秋葉
761572,ｷﾞﾔｹｰｽ,2,9,機械加工,56003,田島
761573,ｷﾞﾔｹｰｽ,1,23,検査,99999,秋葉
761573,ｷﾞﾔｹｰｽ,2,9,機械加工,56003,田島
761574,ｷﾞﾔｹｰｽA,1,9,機械加工,56039,ｸﾛｽ
761575,ｷﾞﾔｹｰｽB,1,9,機械加工,56039,ｸﾛｽ
761623,ｷﾞﾔｹｰｽB,1,9,機械加工,56039,ｸﾛｽ
761627,LEG BRKT RH,1,23,検査,99999,秋葉
761627,LEG BRKT RH,2,8,仕上加工,56003,田島
761627,LEG BRKT RH,3,1,鋳造,99999,秋葉
761628,LEG BRKT LH,1,23,検査,99999,秋葉
761628,LEG BRKT LH,2,8,仕上加工,56003,田島
761628,LEG BRKT LH,3,1,鋳造,99999,秋葉
770019,ｽﾍﾟ-ｻ-ﾌｧﾝ           XX,1,9,機械加工,56013,佐藤
770459,H･ｻｰﾓｽﾀｯﾄ,1,9,機械加工,0,#N/A
770483,H･ｻｰﾓｽﾀｯﾄ           XX,1,9,機械加工,0,#N/A
770783,ｱｳﾄﾚｯﾄW             XX,1,9,機械加工,56039,ｸﾛｽ
791813,ﾁｮｳｾｲﾀﾞｲ,1,20,組立,0,#N/A
791813,ﾁｮｳｾｲﾀﾞｲ,2,9,機械加工,0,#N/A
791813,ﾁｮｳｾｲﾀﾞｲ,3,8,仕上加工,0,#N/A
791813,ﾁｮｳｾｲﾀﾞｲ,4,1,鋳造,99999,秋葉
791901,ﾄﾒｶﾅｸﾞ,1,9,機械加工,56003,田島
791901,ﾄﾒｶﾅｸﾞ,2,1,鋳造,51213,岡芹
791910,ﾁｮｳｾｲﾀﾞｲ,1,9,機械加工,56017,亀井
791910,ﾁｮｳｾｲﾀﾞｲ,2,1,鋳造,99999,秋葉
802662,C-375M #5353560 W/0,1,25,出荷,0,#N/A
804892,C-375H #E012012 W/3,1,25,出荷,0,#N/A
806224,支給 C-58 ｾﾝﾀｰﾗｯﾁのみ,1,3,購入品,4007,T製造
806226,支給 C-58 上部ﾗｯﾁのみ,1,3,購入品,4007,T製造
812489,支給 C-286-2用止金,1,3,購入品,4007,T製造
813662,支給 C-375H #E012012 W/3,1,3,購入品,4007,T製造
814769,#1001-4-0 片抜ﾛｰﾀｰ W/2,1,25,出荷,0,#N/A
816045,支給 #0200-4 SUSﾛｰﾀｰ,1,3,購入品,4007,T製造
818354,支給C-375-A TAK80用ﾛｰﾀｰｹｰｽ,1,25,出荷,0,#N/A
826265,Tﾛｰﾀｰ #Y3001-9452 24種 W/2,1,25,出荷,0,#N/A
826547,支給 501H-4-0 ｼｬｯﾀｰなし,1,3,購入品,4007,T製造
826780,FA-820-C-2L用 封印金具付ｶﾏ,1,25,出荷,0,#N/A
827148,支給 AC-25-Q-14L ｸﾛ,1,3,購入品,4007,T製造
829102,支給 #200-4S M4ﾀｯﾌﾟ付,1,25,出荷,0,#N/A
831295,支給 C-286-1用特注止め金,1,3,購入品,4007,T製造
