図番,品名,品名2,備考
PFC-705-38OB-Y,ＦＣ－７０５　オシボウＡＢ　Ｌ＝３８　ＳＵＳ３０４,C-375-SJ-ZDC-TR26,
PFC-705-45OB-Y,ＦＣ－７０５　オシボウＡＢ　Ｌ＝４５　ＳＵＳ３０４,A-421-L #AF0005 W/0,
PFC-705-A-M,ＦＢ－７０５　オシボウ　Ａ,TR-29-TEC-E7/W7SUS304新ﾗｲﾅ,
PFC-705-B-M,ＦＣ－７０５　オシボウ　Ｂ,A-481-F-4 #G07W/0片抜 刻印,
PFC-705-OB-Y,ＦＣ－７０５　オシボウＡＢ　ヒョウジュン　ＳＵＳ,C-310-RB-3 右勝手 逆曲げ,
PFC-705-TB-M,ＦＣ－７０５　トクチュウオシボウ（Ｂ）　Ｌ＝？？？,C-310-RB-3-R 右勝手,
PFC-705-T-M,ＦＣ－７０５　ボウＡ・Ｂ　８０００／ロット,C-310-RB-3-L 左勝手,
PH-MANUAL,ＡＮ　ＥＸＰＬＡＮＡＴＯＲＹ,A-151R-1-1 5Yｸﾘｱ STP R200,
PKC-24-3BT45-M,ＫＣ－２４－３　クロボルトＭ４　Ｌ１＝４５,A-316-2 NH,
PKC-24-3BT58-M,ＫＣ－２４－３　クロボルトＭ４　Ｌ１＝５８,A-316-2 NHL ROHS,
PKC-24-3NBT-M,ＫＣ－２４－３　ニッケルボルトＭ４　Ｌ１＝４５,A-151-1-1 SJ R DT7.6,
PLE-151RF-1HS-M,ＬＥ－１５１Ｒ－Ｆ－１　ハンドルＳＨ　５Ｘ３０,TR-41-SJ-R IGﾂｷ ｳｹｱﾘ,
PLE-272-HP-M,ＬＥ－２７２　ハンドルピン　ＳＵＳ,TR-41-SJ-L IGﾅｼ ｳｹｱﾘ,
PLE-272-JTA-M,ＬＥ－２７２　ジョイントピンＡ　ＳＵＳ,TR-41-SJ-L IGﾅｼ ｳｹﾅｼ,
PLE-343-LP1-M,ＬＥ－３４３　リンクＰＬピン　カムＡＢガワ,TR-41-SJ-R IGﾅｼ ｳｹﾅｼ,LP1-M
PLE-343-LP2-M,ＬＥ－３４３　リンクＰＬピン　カムＣガワ,FA-602用 ﾒｸﾗｾﾝ,LP2-M
PLE-343-NJT-M,ＬＥ－３４３　ネジジョイント,FA-816-1C 69090-B5040 W/1,
PLE-343-PP-M,ＬＥ－３４３　プランジャービン　ＳＵＳ,C-490-RB-3-SJ-R,
PLE-375-NJTB-P,ＬＥ－３７５　ネジジョイント（ダイ）,C-490-RB-3-SJ-L,
PLE-375-NJTS-P,ＬＥ－３７５　ネジジョイント（ショウ）,FB-718用 ﾅｲﾛﾝﾜｯｼｬｰ,
PLE-375-SCP-M,ＬＥ－３７５　シチュウピン　７Ｐ１４．５Ｌ,A-151-1-1 SJ L DT7.6,
PLE-375-SPB-M,ＬＥ－３７５　ソレノイド　プランジャ　ダイ,C-286-2 ﾄﾒｶﾞﾈt=3.2 ﾛ-ﾀ-C面,
PLE-375-SPS-M,ＬＥ－３７５　ソレノイド　プランジャ　ショウ,A-151-A-2SJ-L,
PLE-375-STP-M,ＬＥ－３７５　ストッパーピン　６Ｐ１４．５Ｌ,A-151-A-2SJ-R,
PLE-820-RVT-M,ＬＥ－８２０　サラリベット　３Ｘ１４　ＳＵＳ,FA-820YB-2L-CV ｵ-ﾄ凍結防止,
PLE-830-FS-M,ＬＥ－８３０　フックシャフト　ＳＵＳ　５Ｘ３７,TR-34-ESJ-R,
PLE-830-GSH-M,ＬＥ－８３０　ガイドシャフト　ＳＵＳ,TR-34-ESJ-L,SH-M
PLE-830-RVT-M,ＬＥ－８３０　チュウクウリベット４Ｘ１０ＳＵＳ,SLIDER-KJ,
PLE-830-SHA-M,ＬＥ－８３０　シャフトＡ　ＳＵＳ　３Ｘ３６．５,A-316-2用 ﾊﾟｯｷﾝ φ57 ｸﾞﾚ-,SHA-M
PLE-830-SR-M,ＬＥ－８３０スペーサーＣＢ－４０５Ｅヒロスギ,A-151R-1-1 5Yｸﾘｱ- #200ROHS,
PLE-830-STB-M,ＬＥ－８３０　スイッチバー　ＳＵＳ,A-480-A-1 2.5Y9/1 TAK60,
PNT2MACP-M,プッシュナット　２Ｍ　ジクヨウ　Ａ．Ｃ．Ｐ　間,FC-702押棒SUSFﾅｼL=110L1=34,
PP200035-1,クランプ　ホンタイ,FA-816-1/2用 ﾁｭｳｲｼｰﾙ 2色,
PP200488,ベース,A-140-2用 18X8ﾛX2mm ｽﾍﾟｰｻｰ,
PP200532,５３２　ベース,C-390-RB-3-R ﾄﾒｶﾞﾈ30mm,
PP-BAND-Y,ＰＰ　バンド　１５．５Ｘ２５００　アオ　　　間,A-140-H2-1 ｸﾘｱ-,
PR-MODEL01,ＰＲヨウモデル　　　　　　　　　　　ＸＸ,A-140-1-1 5Yｷｮｳﾄﾑｹ ACTV,
PR-MODEL02,ＰＲモデル２　　　　　　　　　　　　ＸＸ,A-140-2-1 5Yｷｮｳﾄﾑｹ ACTV,
PS10X15X0.13-M,ポリスライダー　１０Ｘ１５Ｘ０．１３,A-140-3-1 5Yｷｮｳﾄﾑｹ ACTV,
PS10X15X0.5-M,ポリスライダー　１０Ｘ１５Ｘ０．５,A-884-B-1-1P,
PS10X15X0.8-M,ポリスライダー　１０Ｘ１５Ｘ０．８,A-884-B-1-2P,
PS12X18X0.13-M,ポリスライダ－　１２Ｘ１８ＸＴ０．１３,A-140-1-2 5Y7/1 ACTV,
PS12X18X0.5-M,ポリスライダー　１２Ｘ１８Ｘ０．５　　　　　間,A-845-1 K250 ｽﾀｯﾄﾎﾞﾙﾄﾅｼW/0,
PS13.2X17X13-M,ポリスライダー　１３．２Ｘ１７ＸＴ０．１３,A-481-F-4 #MN001 W/0,
PS4X6.5X0.5-M,ポリスライダー　４Ｘ６．５ＸＴ０．５　　　　間,A-140-1-1 JWAKUS1 W/0,
PS6.2X9.5X25-M,ポリスライダー　６．２Ｘ９．５ＸＴ０．２５　間,A-140-3-1 JWAKUS1 W/0,
PS6X9.5X0.5-M,ポリスライダー　６．２Ｘ９．５ＸＴ０．５,B-178-3-W ｸﾛﾒｰﾄ,
PS8X12X0.5-M,ポリスライダー　８Ｘ１２Ｘ０．５,A-87-1 ｼﾙﾊﾞｰ ROHS,
PT-01900,ＨＬジクウケ,A-87-2 ｼﾙﾊﾞ- ROHS,
PTR-26-3000CL-M,ＴＲ－２６　カラー　ＳＵＳ　（３０００向）,A-87-3 ｼﾙﾊﾞ- ROHS,
PTR-26-3000DB-M,ＴＲ－２６　デットボルト　ＳＵＳ（３０００向）,FA-822-C-L-1 #KT001,DB-M
PTR-26-3000JI-M,ＴＲ－２６　ジク　ＳＵＳ　（３０００向）,TR-41-SJ用 非常解除工具,
PTR-26-300DB-M,ＴＲ－２６　３００ケイ　デットボルト,C-440-0 5Y #TKB1782 W/2,DB-M
PTR-26-700DB-M,ＴＲ－２６　７００ケイ　デットボルト,A-151R-F-A-1 T0230,DB-M
PTR-26-CHNDB-M,ＴＲ－２６－ＣＨＮ　デットボルト１２Ｐ４８Ｌ,A-151-A-1-ESJ-L,DB-M
PTR-29-P-M,ＴＲ－２９　ピン,A-151-A-1-ESJ-R,
PTR-34-ESJ-CL-M,ＴＲ－３４－ＥＳＪ　カラー,A-960-4用 ﾄﾒｶﾞﾈ,
PTR-34-ESJ-SJ-M,ＴＲ－３４－ＥＳＪ　サムタンジク,A-480-A-2 ｸﾛ #300ﾃﾞｶｷｰ,
PTR-41-CL-M,ＴＲ－４１　カラー　ＰＯＭ,C-65 A-1 ｸﾛｸﾛ-ﾑ #7393P,
PTR-41-E7KJL-M,ＴＲ－４１　Ｅ７／Ｗ７　カクジク　Ｌ　ＳＵＳ,A-458-L #200,
PTR-41-E7KJ-M,ＴＲ－４１　Ｅ７／Ｗ７　カクジク　Ｒ　ＳＵＳ,A-140-H2-1 5Y7/1 TAK7155,
PTR-41-KJL-M,ＴＲ－４１　カクジク　Ｌ　ＳＵＳ,A-140-1-1 7413904 W/0 ﾏｽﾀｰ,
PTR-41-KJ-M,ＴＲ－４１　カクジク　Ｒ　ＳＵＳ,FA-681-1-2-R SUS仕様,
PTR-41-KMJ-M,ＴＲ－４１　カシメジク　ＳＵＳ,FA-681-1-2-L SUS仕様,
PTR-41-N-PC,ＴＲ－４１－Ｎ７００　ピンコンタクト　スリオセイ,A-140-1-1 HR724R0 W/0 ﾏｽﾀ-,
PTR-41-N-PJ,ＴＲ－４１－Ｎ７００プラグハウジク　スリオセイ,A-490-1N TAM**** W/2,
PTR-41-SCL-M,ＴＲ－４１　スプリングカラー　ＰＯＭ,A-885-B-2-1 N7 K240 ROHS,
PTR-41-SJKJ-M,ＴＲ－４１　ＳＪ　カクジク　Ｒ／Ｌ,FA-810-C-4-FL,
PTR-41-SSLJ-M,ＴＲ－４１　スイッチサドウレバージク　ＳＵＳ,A-140-2-1 741**** W/0 ﾏｽﾀ-,
PTR-41-TRA-KJ-M,ＴＲ－４１－ＴＲＡ　カクジク　ＳＵＳ,A-151R-1-1 ﾗｯﾁ突出13m/m,
PTR-41-UZND-M,ＴＲ－４１　ウケザネジダイ　ＳＵＳ,A-230-3-1 #MN001 W/0,UZND-M
PW10X16X0.8C-M,ヒラワッシャー１０パイＸ１６Ｘ０．８クロメート,A-375-2A-XN-AR(特注),
PW10X18X1.6C-M,ヒラワッシャー１０パイＸ１８Ｘ１．６クロメート間,A-375-2A-XN-AL 特注,
PW10X18X1.6S-M,ヒラワッシャー　１０パイＸ１８Ｘ１．６　ＳＵＳ間,A-151R-A-2-15Yｸﾘｱ STP R200,
PW10X18X2.0C-M,ヒラワッシャー　１０パイＸ１８Ｘ２．０　クロメート,A-140-H2-2 5Yｸﾘｱ- ROHS,
PW10X18X2.0S-M,ヒラワッシャー　１０パイＸ１８Ｘ２．０　ＳＵＳ間,A-490-3N TAK70ﾁｶﾞｲ,
PW10X21X2.0S-M,ヒラワッシャー　１０パイＸ２１Ｘ２．０　ＳＵＳ,FA-1819-C-L-2-TX,
PW10X21X2.0U-M,ヒラワッシャー　１０パイＸ２１Ｘ２．０ユニクロ,A-480-A-3 #****A W/2 ﾏｽﾀ-,
PW12X18X0.13-M,ポリスライダー　１２Ｘ１８Ｘ０．１３,A-388N #200 W/2,
PW12X21X2.5C-M,ヒラワッシャー　１２Ｘ２１Ｘ２．５　クロメート,A-480-A-1 ｸﾛ TTR2753 W/0,
PW12X24X2.5SB-M,ヒラワッシャー　１２Ｘ２４Ｘ２．５　ＳＵＳクロゾメ,A-151R-1-2 WPﾗｯﾁ仕様,
PW12X24X2.5S-M,ヒラワッシャ１２パイＸ２４Ｘ２．５使用禁止,A-475用 ﾛｯﾄﾎﾞｳﾀｲｵｳﾄﾒｶﾞﾈ,
PW12X24X2.5S-S,ヒラワッシャー　１２Ｘ２４Ｘ２．５　ＳＵＳ　　　間,A-480-A-2 ｸﾛ KSR8923 W/0,
PW12X26X2.3C-M,ヒラワッシャー１２パイＸ２６Ｘ２．３クロメート間,A-140-2-1 HTN*** W/0 ﾏｽﾀ-,
PW12X26X2.3S-M,ヒラワッシャー　１２パイＸ２６Ｘ２．３　ＳＵＳ,A-151R-2-2 ｸﾘｱ- ROHS,
PW17X28X3.0S-M,ヒラワッシャー　１７パイＸ２８Ｘ３．０　ＳＵＳ,A-140-2-1 #J07 W/0 片抜 刻,
PW2.6X5X0.4C-M,ヒラワッシャー　２．６Ｘ５Ｘ０．４　クロメート,A-140-2-1 TAK80ﾁｶﾞｲ同番W/2,
PW2.6X6.5X0.5-M,ヒラワッシャー　２．６Ｘ６．５Ｘ０．５　ニッケル,FA-935用 小ｷｬｯﾌﾟ ｸﾞﾚ-,
PW2.6X6.5X05S-M,ヒラワッシャー　２．６Ｘ６．５Ｘ０．５　ＳＵＳ,A-495-2用22X10ﾛX1mm ｽﾍﾟｰｻｰ,
PW3X6X0.5S-M,ヒラワッシャー　３パイＸ６Ｘ０．５　ＳＵＳ　　間,FA-708用 ﾗｯﾁ,
PW3X7X0.5S-M,ヒラワッシャー　３パイＸ７Ｘ０．５　ＳＵＳ　　間,FA-601-S-3用 ﾛ-ﾗ-部,
PW4.5X0.5-J,ヒラワッシャー　４．５ＸＴ０．５　Ａ－３１５ヨウ,A-481-F-5 #JWABOSO W/0,
PW4X10X0.8C-M,ヒラワッシャー　４パイＸ１０Ｘ０．８　クロメート,A-140-2-1 #K7H-16 W/0刻印,
PW4X10X0.8S-M,ヒラワッシャー　４パイＸ１０Ｘ０．８　ＳＵＳ,C-375-ESJ-ZDC-TR41,
PW4X8X0.5C-M,ヒラワッシャー　４パイＸ８Ｘ０．５　クロメート,C-375-ESJ-ZDC-C374,
PW4X8X0.5S-M,ヒラワッシャー４パイＸ８Ｘ０．５　ＳＵＳ　　　間,LE-830-L-12V-AN 中止品,
PW4X8X0.8S-M,ヒラワッシャー　４パイＸ８Ｘ０．８　ＳＵＳ　　間,LE-830-L-24V-AN 中止品,
PW5.5X16X1.6C-M,ヒラワッシャ－　５．５パイＸ１６Ｘ１．６クロメート,LE-830-S-12V-AN 中止品,
PW5X10X0.8S-M,ヒラワッシャー　５パイＸ１０Ｘ０．８　ＳＵＳ　間,LE-830-S-24V-AN 中止品,
PW5X12X0.8C-M,ヒラワッシャー　５パイＸ１２Ｘ０．８　クロメート,LE-830-X-12V-AN 中止品,
PW5X12X0.8S-M,ヒラワッシャー　５パイＸ１２Ｘ０．８　ＳＵＳ,LE-830-X-24V-AN 中止品,
PW5X14X1.6C-M,ヒラワッシャー　５パイＸ１４Ｘ１．６クロメート間,A-140-1-1 HKDMU80 W/0,
PW6.2X16X1.6C-M,ヒラワッシャ６．２パイＸ１６Ｘ１．６クロメート間,C-168-N SUSｶﾑ ﾊﾞﾈ標準,
PW6.2X16X1.6U-M,ヒラワッシャー　６．２パイＸ１６Ｘ１．６ユニクロ,A-481-F-4 #GSC2015 W/0,
PW6.5X10X0.8S-M,ヒラワッシャー　６．５Ｘ１０Ｘ０．８　ＳＵＳ,TR-41-SJ-R IGﾅｼ非常脱出無,
PW6.5X18X4.0S-M,ヒラワッシャー　６．５Ｘ１８Ｘ４．０　ＳＵＳ,FA-1819-C-L-1-TX TVCﾁｶﾞｲ,
PW6X10X0.8S-M,ヒラワッシャー　６パイＸ１０Ｘ０．８　ＳＵＳ,FA-816-1B T1522 ﾚ-ｻﾞ-刻印,
PW6X11.5X0.8C-M,ヒラワッシャー　６パイＸ１１．５Ｘ０．８クロメート,FA-816-1B T1530 ﾚ-ｻﾞ-刻印,
PW6X11.5X0.8S-M,ヒラワッシャー　６Ｘ１１．５Ｘ０．８　ＳＵＳ　　間,FA-816-1B T1541 ﾚ-ｻﾞ-刻印,
PW6X11.5X0.8U-M,ヒラワッシャー　６Ｘ１１．５Ｘ０．８　ユニクロ,FA-816-1B T1554 ﾚ-ｻﾞ-刻印,
PW6X11.5X1.2S-M,ヒラワッシャー　６パイＸ１１．５Ｘ１．２ＳＵＳ間,FA-816-1B T1571 ﾚ-ｻﾞ-刻印,
PW6X11.5X1.6C-M,ヒラワッシャー　６パイＸ１１．５Ｘ１．６クロメート,A-465-F-1 KKR752 W/0,
PW6X11.5X1.6S-M,ヒラワッシャー　６Ｘ１１．５Ｘ１．６　ＳＵＳ,A-140-1-1 HTN*** W/0 ﾏｽﾀ-,
PW6X12.5X1.2S-M,ヒラワッシャー　６Ｘ１２．５Ｘ１．２　ＳＵＳ,C-490-RB-3-ESJ-L,
PW6X13X0.8C-M,ヒラワッシャー　６パイＸ１３Ｘ０．８クロメート,C-490-RB-3-ESJ-R,
PW6X13X1.0C-M,ヒラワッシャー　６パイＸ１３Ｘ１．０クロメート間,A-140-1-1 ｸﾘｱ ROHS,
PW6X13X1.0-M,ポリカーボＷＳ　６Ｘ１３Ｘ１．０　　　　　　間,A-140-1-2 ｸﾘｱ ROHS,
PW6X13X1.0S-M,ヒラワッシャー　６パイＸ１３Ｘ１．０　ＳＵＳ　間,A-140-2-1 ｸﾘｱ ROHS,
PW6X16X1.0C-M,ヒラワッシャー　６パイＸ１６Ｘ１．０　クロメート,A-140-2-2 ｸﾘｱ,
PW6X16X1.0S-M,ヒラワッシャー　６パイＸ１６Ｘ１．０　ＳＵＳ,A-140-3-1 ｸﾘｱ ROHS,
PW6X16X1.6C-M,ヒラワッシャー６パイＸ１６Ｘ１．６使用禁止,A-140-3-2 ｸﾘｱ,
PW6X16X1.6T-M,ヒラワッシャー　６パイＸ１６Ｘ１．６　サンカ,A-140-1-1 5Y ｸﾘｱ ROHS,
PW6X18X1.6C-M,ヒラワッシャー　６パイＸ１８Ｘ１．６クロメート間,A-140-1-2 5Yｸﾘｱ ROHS,
PW8X15.5X1.6S-M,ヒラワッシャー　８Ｘ１５．５Ｘ１．６　ＳＵＳ　　間,A-140-2-1 5Yｸﾘｱ ROHS,
PW8X18X1.6C-M,ヒラワッシャー　８Ｘ１８Ｘ１．６　クロメート　バラ,A-140-2-2 5Yｸﾘｱ ROHS,
PW8X18X1.6S-M,ヒラワッシャー　８Ｘ１８Ｘ１．６　ＳＵＳ　　　　間,A-140-3-1 5Yｸﾘｱ ROHS,
R-#2001KN-J,＃２００１　Ｗ／２　カタヌキ　アナツキ,A-140-3-2 5Yｸﾘｱ,
R-#2001RN-J,＃２００１　カギリョウヌキ　Ｗ／２,A-140-1-1 #500 ROHS,
R-#200-2-1-K,＃２００－２－１．５　Ｗ／２,A-140-1-2 ｺﾃｲ ROHS,
R-#200-2-1-M,＃２００－２　１．５　使用禁止,A-140-2-2 ｺﾃｲ ROHS,
R-#2002-J,＃２００２　カギリョウヌキ,A-140-3-2 固定,
R-#2002KN-J,＃２００２　Ｗ／２　カタヌキ　アナツキ,FA-816-1B ﾄｳﾌﾟﾚﾑｹ S0102,
R-#200-4-1100-J,＃２００－４　＃１１００　トチギヤ　Ｗ／２,A-151R-B-2-2G ｸﾛ,
R-#200-4-J,＃２００－４　シャッターナシ　Ｗ／２,6930KLB,
R-#200-4-M4-J,＃２００－４　シャッターナシ　Ｍ４タップＷ／２,6930LB,
R-#200-4-M4XX-J,＃２００－４　Ｍ４タップ　ＸＸチガイ　Ｗ／２,6930KSB,
R-#200-4S-K,＃２００－４Ｓ　シャッターツキ　Ｗ／２,6930SB,
R-#200-4S-M4-K,＃２００－４Ｓ　シャッターＭ４タップツキＷ／２,6930KBB,
R-#200-4SM4ST-K,＃２００－４Ｓ　シャッターＭ４ツキＳＴナシＷ／２,6930BB,
R-#200-4ST-K,＃２００－４Ｓ　シャッターツキ　Ｗ／３,FA-815-1A ﾌｯｸ･ｷｰﾊﾟｰﾅｼ,
R-#200-4-XXXX-J,＃２００－４　＃カギチガイローター　Ｗ／２,FA-815-1B ﾌｯｸ･ｷｰﾊﾟｰﾅｼ,
R-#200-5-3.5D-K,＃２００－５－３．５Ｄ　ドライバー錠,FA-815-1C ﾌｯｸ･ｷｰﾊﾟｰﾅｼ,
R-#200-5DR-K,＃２００－５Ｄ　アカペンキ　Ｗ／２,FA-815-2A ﾌｯｸ･ｷｰﾊﾟｰﾅｼ,
R-#200-5K-XXX-K,＃２００－５　片抜チガイローター　Ｗ／２,FA-815-2B ﾌｯｸ･ｷｰﾊﾟｰﾅｼ,
R-#200-5-XXX-K,＃２００－５ＡＧ　＃ＸＸＸ　Ｗ／２,FA-815-2C ﾌｯｸ･ｷｰﾊﾟｰﾅｼ,
R-#200CSO-J,＃２００　カシオローター　コクインツキ　Ｗ／２,FA-816-1C ﾌｯｸ･ｷｰﾊﾟｰﾅｼ ROHS,
R-#200CSON-J,＃２００　カシオローター　コクインナシ　Ｗ／２,FA-816-2B ﾌｯｸ･ｷｰﾊﾟｰﾅｼ ROHS,
R-#300-2-2-J,＃３００－２－２　Ｗ／２,FA-815-3A ﾌｯｸ･ｷｰﾊﾟｰﾅｼ ROHS,
R-#300-2-2K-J,＃３００－２－２　Ｗ／２　カタヌケ,FA-815-3B ﾌｯｸ･ｷ-ﾊﾟ-ﾅｼ,
R-#300-2-3-J,＃３００－２－３．３　Ｗ／２,FA-815-3C ﾌｯｸ･ｷ-ﾊﾟ-ﾅｼ,
R-#300-J,＃３００（Ａローター　タイプ）,A-160-A-1-1 ﾍﾞﾛﾅｼ ROHS,
R-#300S-J,＃３００ローター　Ｗ／２　＃３００コバンＳツキ,A-160-A-1-2 止め金ﾅｼ,
R-#300S-M4-J,＃３００－２　シャッターツキＭ４タップツキ　Ｗ／２,A-270-B-1N,
R-#300SN-J,＃３００ローター　Ｗ／２　＃３００コバンＳナシ,FA-816-3 ﾌｯｸ･ｷｰﾊﾟｰﾅｼ ROHS,
R-#350-2XX-K,＃３５０－＃２ＸＸ　Ｆローター　チガイ,FA-816-4 ﾌｯｸ･ｷｰﾊﾟｰﾅｼ ROHS,
R-#350-D,Ｆローター　＃３５０　Ｗ／２,FA-818-1 ﾌｯｸ･ｷ-ﾊﾟ-ﾅｼ ROHS,
R-#350-K,＃３５０－＃２００　Ｆローター　Ｗ／２,6930KLB #200,
R-#350-SKY,Ｆローター　＃３５０　スカイロック製,6930KSB #200,
R-#350-XXX-D,Ｆローター　チガイ　Ｗ／２,6930KBB #200,
R-#400-2-1-K,＃４００－２－１．５　Ｗ／２,A-151-1-2 ｷｭｳ ｾｯﾃｨﾝｸﾞ ﾂｷ,
R-#400CSO-K,＃４００　カシオローター　Ｗ／２,A-151-1-2 (ｷｭｳ),
R-#400CSO-S-H,＃４００　カシオ　シャッターツキ　Ｗ／２,A-140-1-1 ﾋﾀﾁﾑｹ A-139TG付,
R-#400CSO-XXX-K,＃４００　ＸＸＸ　カシオローター　Ｗ／２,A-481-5 ﾏｹﾞﾍﾞﾛﾂｷ ROHS,
R-#400-H,＃４００　ローター,FB-611N LH ROHS,
R-#460CSO-K,＃４６０　カシオ,FB-601-4N LH ROHS,
R-#5000-F,＃５０００　ローター,A-430 CR #200 ROHS,
R-#500-2-1-K,＃５００－２　１．５　Ｗ／２,A-151-A-1-2 ｾｯﾃｨﾝｸﾞ ROHS,
R-#500-2-4-K,＃５００－２－４　Ｗ／２　ガイドナシ,A-480-A-2 ｸﾛ #200 ROHS,
R-#500-3-2-K,＃５００－３－２,A-140-1-1 5Y7/1 #1001片抜,
R-#500-3-4-K,＃５００－３－４　Ｗ／２,A-151-A-2-2 ｷｭｳ ｾｯﾃｨﾝｸﾞ ﾂｷ,
R-#500-4-2-K,＃５００－４－２　Ｗ／２　ガイドナシ,A-139-1 #1001片抜,
R-#500-4-3-K,＃５００－４－３．５　Ｗ／２,A-151-A-1-1 ｷｭｳ ｾｯﾃｨﾝｸﾞ ﾂｷ,
R-#500-4-5AG-K,＃５００－４－５ＡＧ　Ｗ／２,A-140-1-2 ﾋﾀﾁﾑｹ A-139TG付,
R-#500-4-K,＃５００－４Ｓ　シャッターツキ　Ｗ／２,A-139-2 5Y7/1 ROHS,
R-#502-4-3-K,＃５０２－４－３．５　Ｗ／０,A-139-1 5Y7/1 ROHS,
R-#550-2-1-K,＃５５０－２－１．５　Ｗ／２,A-151-1-1 ｷｭｳ ｾｯﾃｨﾝｸﾞ ﾂｷ,
R-#9500-4-2-K,＃９５００－４－２　Ｗ／２,A-151-A-2-1 ｷｭｳ ｾｯﾃｨﾝｸﾞ ﾂｷ,
R-#9500-4-3-K,＃９５００－４－３．５　Ｗ／２,A-151-2-1 ｷｭｳ ｾｯﾃｨﾝｸﾞ ﾂｷ,
R-#9500-K,＃９５００　Ｗ／２,A-151-1-1 #200刻印 ROHS,
R-#9500-M4-K,＃９５００　Ｍ４タップツキ　Ｗ／２,A-151-1-1 (ｷｭｳ),
R-#T230S-XXXX-J,Ｔローターショート＃Ｔカギチガイ　ＳＴナシＷ／２,A-151-A-1-2 (ｷｭｳ),
R-#T230-XXXX-J,Ｔローター　＃Ｔカギチガイローター　Ｗ／２,A-151-A-1-2 ｷｭｳ ｾｯﾃｨﾝｸﾞ ﾂｷ,
R-#T2546-J,Ｔローター　＃Ｔ２５４６　Ｗ／２,C-34 DCﾍﾞﾛﾂｷ,
R0059-40731,ケース　　ＴＵ１３０００２＋Ａ,A-885-1-2L ｶｺｳ ｶﾞﾝﾒﾀ ROHS,
R0059-40732,フランジ　　ＴＵ１３１００６＋Ｂ,A-885-1-2R ｶｺｳ ｶﾞﾝﾒﾀ ROHS,
R0059-50511,フランジ　Ａ　　ＴＵ１３１００４,A-100-2 (L) ﾂｲｶｺｳ ROHS,
R0059-50563,フランジ　Ｂ　　ＴＵ１３１００５,A-100-2 (R) ﾂｲｶｺｳ ROHS,
R-2WAYK160-S,フタマタ　キー　１６０ヨウ,A-183-1 ｸﾛﾄｿｳ ROHS,
R-2WAYK240-S,フタマタ　キー　Ａ－２４０ヨウ　（フクロナシ）,FA-810-C-4TS ﾄｳﾌﾟﾚﾑｹ S0102,
R-2WAYK260-S,フタマタ　キー　Ａ－２６１ヨウ,A-204 ｷｭｳ (ﾏﾁﾀﾞﾑｹ),
R-2WAYK260W1-S,フタマタ　キー　Ａ－２６１ヨウ　Ｗ／１,A-490-3N 5Y #500 ROHS,
R-AD4000-J,ＡＤ－４０００　ローター　Ｗ／２,A-490-1N 5Y #200 ROHS,
R-AD4000-XXXX-J,ＡＤ４０００　カギチガイローター　Ｗ／２,A-490-2N 5Y #200 ROHS,
R-AD5000-F,ＡＤ－５０００,A-490-3N 5Y7/1 #200 ROHS,
R-C178TVC-R2-J,Ｃ－１７８ＴＶＣ－Ｒ２　４点ナシチガイＷ／２,A-490-1N ﾄﾒｶﾞﾈﾂｷ #200 ROHS,
R-C178-XXXX-T,Ｃ－１７８－［ＡＬＬ］　カギチガイローター,A-490-2N ﾄﾒｶﾞﾈﾂｷ #200 ROHS,
R-C1873-J,Ｃ－１８７－３　ＬリョウヌキＷ／２トメガネツキ,A-490-3N ﾄﾒｶﾞﾈﾂｷ #200 ROHS,
R-C288-J,Ｃ－２８８　Ｗ／２　＃Ｚ００２８８　ナットナシ,A-174-4 ﾎｼｭｶﾅｸﾞﾂｷ,
R-C288-XXX-D,Ｃ－２８８マスタ－　＃チガイ　Ｗ／３,A-315-C W/0 ﾁｶﾞｲ　ﾛﾝｸﾞ,
R-C288-XXX-J,Ｃ－２８８　チガイ　＃ＸＸＸＸＸ　Ｗ／２,A-140-1-1 #1001 ROHS,
R-C375-#37500-J,Ｃ－３７５　＃３７５００Ｇ　Ｗ／２,A-140-1-1 #9500 ROHS,
R-C375-XXXX-T,Ｃ－３７５－［ＡＬＬ］　カギチガイローター,A-140-1-1 R200刻印 ROHS,
R-C490-RW-J,Ｃ－４９０－ＲＷ　大阪メトロ　Ｗ／０,A-230-2-1 R0220 ROHS,
R-C490-TKOED-J,Ｃ－４９０－ＲＷ　＃ＴＫＯＥＤ　Ｗ／０,A-240-A-1-1 #500 ROHS,
R-C834#5080C-K,Ｃ－８３４－Ａ　＃５０８０　特　Ｃコクインツキ,A-480-2PN ﾄﾒｶﾞﾈﾂｷ ROHS,
R-C834#5080-K,Ｃ－８３４－Ａ　＃５０８０　Ｗ／０,A-480-3PN ﾄﾒｶﾞﾈﾂｷ ROHS,
R-C834-80X-K,Ｃ－８３４－Ａ　建機無地ローター　Ｗ／０,AP-140-2-1 N7 #200 ROHS,
R-C834-A-K240-K,Ｃ－８３４－Ａ－Ｋ２４０　Ｈ８００　Ｗ／０,A-140-1-1 5Y #9500,
R-C834H800-K,Ｃ－８３４－Ａ－Ｈ８００建機ローター　Ｗ／０,A-140-2-1 5Y #9500,
R-C834K240-K,Ｃ－８３４－Ａ－Ｋ２４０　Ｗ／２,A-140-3-1 R200 ROHS,
R-C834K250-K,Ｃ－８３４－Ａ－Ｋ２５０　Ｗ／０,A-240-A-2-1 ACTV #500 ROHS,
